-0.0033603632	-0.011772368	-0.018181864	-0.018123137	0.0017467536	-0.014950976	-0.02934998	-0.057485096	-0.027701203	0.012520419
-0.019088319	-0.05529631	-0.034622446	0.016678333	-0.020760838	-0.03883476	0.0073810383	-0.070512116	-0.008029942	0.027372058
-0.043185785	-0.088990085	-0.0055185286	-0.0069714882	-0.027186194	0.03569224	0.0037059337	-0.038421962	-0.068646334	0.03927147
-0.010876516	0.001680956	0.022831505	0.053949583	0.003413373	0.016251817	0.014182699	-0.05694317	-0.007450362	-0.009694419
0.01052676	0.013584394	-0.013797177	0.0041399966	0.012025512	-0.015789244	0.024516284	-0.045039847	-0.006676341	0.0073560006
0.0065566613	-0.002544769	-0.029505294	-0.021725269	0.004194832	0.019055832	-0.024072161	-0.03240043	0.027544523	0.049632646
-0.0635937	-0.035853505	-0.006733655	0.09165502	0.053252693	0.010624192	0.00503749	-0.02936589	-0.13029774	0.04648107
-0.01057737	0.065294	0.011348567	0.09568172	0.01711245	0.030780196	-0.062182557	-0.007125117	0.0032082733	-0.005578685
-0.046818968	0.00056628336	-0.07170773	0.028587705	-0.04787593	0.004407367	-0.017696682	-0.046649482	-0.009725706	-0.071538344
-0.0103584025	-0.044958193	-0.006597802	0.03263918	-0.01987961	0.008599265	0.0765385	-0.021864856	-0.0884533	0.0044883452
-0.03334836	-0.04611148	-0.026597915	-0.04539363	-0.0049464973	-0.0246705	-0.023634957	0.010326745	-0.01739164	0.020355733
-0.022808403	-1.6668288e-05	0.05698948	0.0451526	0.029797003	0.006943988	-0.05942791	-0.13397421	-0.00815393	-0.016693316
-0.06629454	0.026023299	-0.014187185	-0.05194686	-0.03796093	-0.0136788655	-0.006861595	0.02769113	0.014728894	0.07705981
-0.049786147	-0.022303518	0.0326707	0.03876601	0.051793545	-0.1274336	-0.025296252	0.0063255685	-0.050186574	-0.12750423
0.029904258	-0.045392785	-0.017490063	-0.01625067	0.013988084	0.11263881	-0.0058645173	-0.113446124	0.024520608	-0.038034704
0.014450725	0.030469233	0.031022612	-0.0016250464	0.027798494	0.008903073	0.018992502	-0.066758215	0.05601182	-0.0016256054
0.003776282	-0.057713978	0.009780476	0.08025158	0.00931053	0.06975208	-0.057767376	-0.028152412	0.038070448	-0.063624166
-0.010241323	-0.05789471	-0.058372386	0.07438668	0.059987385	-0.044061743	0.012818431	-0.13613582	0.052048594	-0.027045371
-0.05955292	-0.08208571	0.060698304	-0.017725589	0.061982177	-0.030517608	-0.02400053	-0.09936661	0.052874006	0.01858219
0.006151441	-0.071826816	-0.04391338	0.09056706	0.03514214	-0.012649618	0.07960374	-0.13688353	-0.061444364	-0.071583256
-0.040441897	0.047001723	-0.016887933	-0.031139342	0.12357576	0.040462878	-0.007751807	-0.014141837	-0.052844148	-0.008338858
0.06589692	-0.062064495	-0.0016582323	0.033588354	-0.009272423	-0.040987145	0.021148501	0.04617048	0.03828897	0.032316368
0.07581245	-0.14073932	0.04690792	0.011927307	-0.14116958	0.031948786	0.042628907	-0.1526048	-0.015503396	0.11196354
-0.044506975	-0.027865065	0.06784673	0.055283345	0.03069401	-0.14503485	-0.035977386	0.0141141275	0.016503671	-0.07981259
-0.015837424	0.020650877	-0.047143012	-0.060334336	0.05014633	0.04449074	-0.029859016	-0.14539157	0.05631957	-0.13219826
-0.0029306442	-0.086657494	0.00923995	-0.0073758992	0.08219451	0.06297203	-0.018809214	-0.059177212	-0.041110512	-0.015719771
0.06844059	-0.02149207	-0.014328648	-0.09826926	-0.041949153	0.08733116	-0.07010488	0.06280268	-0.060850654	-0.0018921623
-0.012984901	-0.09443632	-0.024323884	-0.04772346	0.0437524	-0.08085041	-0.045554038	-0.008589638	0.0044789976	-0.06748578
0.044127896	-0.00064670714	-0.113521576	-0.057900913	-0.01832405	-0.0816129	-0.16334882	0.23190853	0.09215429	0.007899973
-0.03292312	0.08453771	-0.05830078	-0.014929168	-0.07619311	-0.0053601377	0.010192834	-0.02121396	-0.0132809775	0.12973252
-0.10315104	-0.0013555543	0.089759745	0.11428688	0.007042532	0.007345182	-0.050010834	0.010948979	-0.0012176438	-0.0031071373
-0.06323306	-0.0027026683	0.022153882	0.13167612	0.03698012	0.017004987	-0.060438097	0.022771617	-0.004757916	-0.04821786
-0.0405903	0.04211481	0.067787126	0.0023888776	-0.047548007	-0.04900162	-0.039975543	-0.18944022	0.09877613	0.03864483
0.05010556	0.03597182	-0.00066568376	-0.102661766	-0.106896214	-0.08979107	-0.03258654	0.13823716	0.005698385	0.04477279
0.086061575	0.103837885	0.002642951	0.07227969	0.024727358	0.01134545	-0.117230594	-0.06874088	-0.045738775	-0.022664713
0.100266516	-0.061195612	0.027566353	0.02552391	-0.011990132	0.07501608	0.024665138	0.12485669	-0.01913292	-0.027192421
-0.0710869	-0.122280836	-0.084902965	-0.029277464	0.112800784	-0.05253484	-0.028277788	0.064297825	-0.053781133	-0.036395967
0.06632409	-0.055012915	-0.0716802	-0.009599866	-0.0057216766	-0.06702738	0.10945221	-0.041169547	-0.23594442	0.061978355
0.18093096	0.055565137	0.07661917	0.12061357	0.015059242	-0.03631504	0.046343572	0.039214112	-0.034760717	0.06692735
-0.051145844	-0.012208075	-0.004203588	0.07645949	0.038752332	-0.042552926	-0.09171598	-0.10506782	-0.018293923	0.068188354
0.037767176	0.1300193	-0.019083414	0.011028605	0.017579934	-0.00088679494	-0.07898875	0.015052783	0.06378891	0.10007332
-0.12501831	-0.0955065	0.076861836	-0.013487021	0.011037935	-0.058651995	0.015288817	-0.09753358	-0.016880738	-0.042980224
-0.074321285	0.058184963	-0.025651209	-0.053356595	-0.0004927912	-0.13841419	-0.12604265	-0.009169427	0.0020996544	-0.11855003
0.009275253	0.05425812	0.15463926	-0.13541387	-0.03241717	-0.021971079	0.050279476	0.013767286	0.11072224	0.12094165
-0.050985806	0.014052577	-0.0034863309	0.024101615	-0.02718664	0.09019446	-0.06826824	0.0013319782	0.017846748	-0.081061155
-0.08506539	-0.011337459	0.017858615	0.094788715	-0.050898194	-0.08925185	-0.07060894	-0.015389372	0.07960272	0.06429542
0.09232037	0.07003412	0.012618758	0.17703989	0.081430994	-0.07598007	0.06786137	0.24682775	0.05387015	-0.018285215
-0.058734387	-0.009988301	0.0125736995	-0.056180928	0.0113987895	0.07074816	-0.06409512	-0.047719177	-0.0853795	-0.028201817
0.008465679	0.105114505	0.02470549	0.072863914	0.05313224	-0.017065935	-0.0061543817	0.19486135	0.08455455	-0.056498118
0.005884668	-0.17935278	0.14885518	-0.06243654	-0.055702347	0.037504382	-0.10757354	0.070110865	0.11418402	-0.041528333
